Timestamp,EEG_Coherence,HRV_Entropy,Intention_Strength
2025-05-01 15:10:56.069055,0.5496714153011233,0.746308877376582,0.44362675784674066
2025-05-01 15:11:01.069067,0.4861735698828815,0.7954708320235064,0.4052505782184185
2025-05-01 15:11:06.069069,0.5647688538100692,0.6300716213090429,0.4446089392796157
2025-05-01 15:11:11.069071,0.6523029856408026,0.7281484618345285,0.4371224677712236
2025-05-01 15:11:16.069073,0.4765846625276664,0.6674678715439086,0.42344629072179
2025-05-01 15:11:21.069075,0.4765863043050819,0.6756437308117651,0.4157168528376065
2025-05-01 15:11:26.069077,0.6579212815507391,0.6703803037880565,0.4812041881081651
2025-05-01 15:11:31.069080,0.5767434729152909,0.6568004615160091,0.45436638560502485
2025-05-01 15:11:36.069082,0.4530525614065048,0.7024260813972413,0.41642160644888987
2025-05-01 15:11:41.069085,0.5542560043585965,0.6584524941794481,0.423881598240478
2025-05-01 15:11:46.069087,0.4536582307187538,0.7135228412889919,0.41974078227051426
2025-05-01 15:11:51.069088,0.4534270246429743,0.6974880945275431,0.4004824805812317
2025-05-01 15:11:56.069089,0.5241962271566034,0.6880525976566795,0.4611535660681504
2025-05-01 15:12:01.069090,0.3086719755342202,0.6546218168979201,0.3478934729188907
2025-05-01 15:12:06.069091,0.3275082167486967,0.6711614334715833,0.3987394543935973
2025-05-01 15:12:11.069092,0.4437712470759027,0.7377695612912878,0.3895356775337662
2025-05-01 15:12:16.069093,0.39871688796655763,0.725045859381219,0.36157753444143453
2025-05-01 15:12:21.069094,0.5314247332595274,0.6511222377600724,0.4195252557447574
2025-05-01 15:12:26.069096,0.4091975924478789,0.7049666152714612,0.37535900851618503
2025-05-01 15:12:31.069097,0.3587696298664709,0.7375693561685894,0.3686003366542617
2025-05-01 15:12:36.069098,0.6465648768921555,0.6165297359439313,0.48112022563957035
2025-05-01 15:12:41.069099,0.47742236995134646,0.7271680096189967,0.386319108982833
2025-05-01 15:12:46.069100,0.5067528204687923,0.6668688120527076,0.41816499188487655
2025-05-01 15:12:51.069101,0.3575251813786543,0.7285299334296579,0.404396974899902
2025-05-01 15:12:56.069102,0.44556172754748175,0.6618370421728741,0.43585197323168395
2025-05-01 15:13:01.069103,0.5110922589709866,0.609755894966774,0.44010297209142185
2025-05-01 15:13:06.069104,0.3849006422577697,0.6186228781058418,0.3925056866195266
2025-05-01 15:13:11.069105,0.5375698018345672,0.702404247333069,0.4231907176181216
2025-05-01 15:13:16.069106,0.4399361310081195,0.7129861250860741,0.4016539737398294
2025-05-01 15:13:21.069107,0.4708306250206723,0.6547841687447795,0.3898365024532777
2025-05-01 15:13:26.069108,0.4398293387770603,0.7319296229388687,0.3804153462968774
2025-05-01 15:13:31.069109,0.6852278184508938,0.616923996886552,0.448811864680406
2025-05-01 15:13:36.069110,0.4986502775262066,0.6966960100676342,0.41824034369644075
2025-05-01 15:13:41.069111,0.39422890710440994,0.6394491900118772,0.4033227529230024
2025-05-01 15:13:46.069112,0.5822544912103189,0.667408194609892,0.43153097919512984
2025-05-01 15:13:51.069114,0.37791563500289777,0.7023699335658207,0.4043804390535059
2025-05-01 15:13:56.069115,0.5208863595004756,0.6569793317358024,0.40035472824293533
2025-05-01 15:14:01.069116,0.30403298761202247,0.6807722227885087,0.3257679541217086
2025-05-01 15:14:06.069117,0.3671813951101569,0.7503146404607219,0.3645805268121022
2025-05-01 15:14:11.069118,0.5196861235869124,0.6711554065238425,0.4426167218235482
2025-05-01 15:14:16.069119,0.573846657999541,0.7417846056032571,0.4574756301083683
2025-05-01 15:14:21.069120,0.5171368281189971,0.6435146572671191,0.4172604317248965
2025-05-01 15:14:26.069121,0.48843517176117596,0.7264902088957641,0.4228061264178259
2025-05-01 15:14:31.069122,0.4698896304410711,0.772078431032895,0.3857810335357283
2025-05-01 15:14:36.069123,0.35214780096325726,0.5764177749936354,0.3869082392914337
2025-05-01 15:14:41.069124,0.4280155791605291,0.6601552372264761,0.4140468250525969
2025-05-01 15:14:46.069125,0.45393612290402124,0.728853606359027,0.4034565731676694
2025-05-01 15:14:51.069126,0.6057122226218916,0.6898477306978503,0.4122162775073124
2025-05-01 15:14:56.069127,0.5343618289568461,0.7185572936685654,0.4461278969478587
2025-05-01 15:15:01.069128,0.3236959844637266,0.6698007406642089,0.39075047428922527
2025-05-01 15:15:06.069130,0.5324083969394795,0.7043294893736449,0.40634536717692427
2025-05-01 15:15:11.069130,0.4614917719583683,0.692216138230396,0.40792037461017955
2025-05-01 15:15:16.069132,0.4323077999694041,0.7583891030829903,0.38789512309987795
2025-05-01 15:15:21.069133,0.5611676288840868,0.7127210421650606,0.4310195555486921
2025-05-01 15:15:26.069134,0.6030999522495951,0.7168801331037601,0.4265478559772181
2025-05-01 15:15:31.069135,0.5931280119116199,0.6794061516938766,0.4286247058759497
2025-05-01 15:15:36.069136,0.41607824767773616,0.6756196887963752,0.3891884551242169
2025-05-01 15:15:41.069137,0.46907876241487856,0.6783720906090189,0.428503790987847
2025-05-01 15:15:46.069138,0.5331263431403563,0.7197226071189148,0.4268653846102125
2025-05-01 15:15:51.069139,0.5975545127122359,0.6789507759589868,0.43606391198015126
2025-05-01 15:15:56.069140,0.452082576215471,0.7144887428448206,0.40816099850864407
2025-05-01 15:16:01.069141,0.4814341023336183,0.8037700399322719,0.32670537030102953
